frame_index,time_epoch,src_ip,dst_ip,src_port,dst_port,direction,transaction_id,protocol_id,length,unit_id,function_code,function_base,function_name,is_exception,exception_code,reference_num,quantity,byte_count,value_hex,adu_bytes,tcp_payload_bytes,register_signature
14,1781798342.2890973,PRIVATE_IP_026,PRIVATE_IP_001,502,51880,response,5,0,63,1,4,4,Read Input Registers,False,,,,60.0,REDACTED_PAYLOAD,69,69,
16,1781798342.2904758,PRIVATE_IP_018,PRIVATE_IP_001,502,46478,response,78,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
18,1781798342.2906153,PRIVATE_IP_021,PRIVATE_IP_001,502,45716,response,5,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
20,1781798342.2917016,PRIVATE_IP_019,PRIVATE_IP_001,502,49960,response,78,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
22,1781798342.2921999,PRIVATE_IP_020,PRIVATE_IP_001,502,52010,response,5,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
24,1781798342.2958236,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,20,0,69,1,3,3,Read Holding Registers,False,,,,66.0,REDACTED_PAYLOAD,75,75,
28,1781798342.5895517,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,7,0,6,1,3,3,Read Holding Registers,False,,0.0,86.0,,,12,12,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022
29,1781798342.596625,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,7,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
31,1781798342.5982919,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,8,0,6,1,3,3,Read Holding Registers,False,,94.0,86.0,,,12,12,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022
32,1781798342.6046348,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,8,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
54,1781798342.9999127,PRIVATE_IP_001,PRIVATE_IP_019,47096,502,query,3,0,6,1,3,3,Read Holding Registers,False,,53.0,1.0,,,12,12,fc3:unit1:reg53:qty1:serverPRIVATE_IP_019
64,1781798343.0011363,PRIVATE_IP_001,PRIVATE_IP_017,41742,502,query,3,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_017
65,1781798343.001171,PRIVATE_IP_001,PRIVATE_IP_010,60608,502,query,3,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_010
70,1781798343.0045688,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,0,0,6,1,3,3,Read Holding Registers,False,,94.0,75.0,,,12,12,fc3:unit1:reg94:qty75:serverPRIVATE_IP_022
74,1781798343.0051923,PRIVATE_IP_019,PRIVATE_IP_001,502,47096,response,3,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
82,1781798343.0112648,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,0,0,153,1,3,3,Read Holding Registers,False,,,,150.0,REDACTED_PAYLOAD,159,159,
86,1781798343.0194592,PRIVATE_IP_017,PRIVATE_IP_001,502,41742,response,3,0,3,1,131,3,Read Holding Registers,True,2.0,,,,REDACTED_PAYLOAD,9,9,
88,1781798343.0217721,PRIVATE_IP_010,PRIVATE_IP_001,502,60608,response,3,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
90,1781798343.2544687,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,21,0,6,1,3,3,Read Holding Registers,False,,300.0,22.0,,,12,12,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016
91,1781798343.2588205,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,21,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
93,1781798343.264376,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,22,0,6,1,3,3,Read Holding Registers,False,,1.0,124.0,,,12,12,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016
94,1781798343.2724676,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,22,0,251,1,3,3,Read Holding Registers,False,,,,248.0,REDACTED_PAYLOAD,257,257,
95,1781798343.2754655,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,23,0,6,1,3,3,Read Holding Registers,False,,125.0,88.0,,,12,12,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016
96,1781798343.2803175,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,23,0,179,1,3,3,Read Holding Registers,False,,,,176.0,REDACTED_PAYLOAD,185,185,
97,1781798343.2814665,PRIVATE_IP_001,PRIVATE_IP_018,46478,502,query,79,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018
98,1781798343.2823,PRIVATE_IP_001,PRIVATE_IP_021,45716,502,query,6,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021
99,1781798343.282371,PRIVATE_IP_001,PRIVATE_IP_019,49960,502,query,79,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019
100,1781798343.2824197,PRIVATE_IP_001,PRIVATE_IP_026,51880,502,query,6,0,6,1,4,4,Read Input Registers,False,,0.0,30.0,,,12,12,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026
101,1781798343.2824626,PRIVATE_IP_001,PRIVATE_IP_020,52010,502,query,6,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020
102,1781798343.2844255,PRIVATE_IP_026,PRIVATE_IP_001,502,51880,response,6,0,63,1,4,4,Read Input Registers,False,,,,60.0,REDACTED_PAYLOAD,69,69,
104,1781798343.2845957,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,24,0,6,1,3,3,Read Holding Registers,False,,101.0,33.0,,,12,12,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016
105,1781798343.2863274,PRIVATE_IP_018,PRIVATE_IP_001,502,46478,response,79,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
107,1781798343.2866607,PRIVATE_IP_019,PRIVATE_IP_001,502,49960,response,79,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
109,1781798343.2868063,PRIVATE_IP_021,PRIVATE_IP_001,502,45716,response,6,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
111,1781798343.2871525,PRIVATE_IP_020,PRIVATE_IP_001,502,52010,response,6,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
113,1781798343.2887752,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,24,0,69,1,3,3,Read Holding Registers,False,,,,66.0,REDACTED_PAYLOAD,75,75,
118,1781798343.5891972,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,9,0,6,1,3,3,Read Holding Registers,False,,0.0,86.0,,,12,12,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022
119,1781798343.5955808,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,9,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
121,1781798343.5992737,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,10,0,6,1,3,3,Read Holding Registers,False,,94.0,86.0,,,12,12,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022
122,1781798343.6054966,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,10,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
144,1781798344.0009434,PRIVATE_IP_001,PRIVATE_IP_016,43888,502,query,73,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016
145,1781798344.0009935,PRIVATE_IP_001,PRIVATE_IP_018,40184,502,query,165,0,6,1,3,3,Read Holding Registers,False,,24.0,1.0,,,12,12,fc3:unit1:reg24:qty1:serverPRIVATE_IP_018
146,1781798344.0010405,PRIVATE_IP_001,PRIVATE_IP_013,34650,502,query,168,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013
147,1781798344.0010648,PRIVATE_IP_001,PRIVATE_IP_015,49162,502,query,168,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_015
148,1781798344.0010886,PRIVATE_IP_001,PRIVATE_IP_014,39968,502,query,168,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014
149,1781798344.0011196,PRIVATE_IP_001,PRIVATE_IP_020,41420,502,query,168,0,6,1,3,3,Read Holding Registers,False,,0.0,76.0,,,12,12,fc3:unit1:reg0:qty76:serverPRIVATE_IP_020
159,1781798344.0030468,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,1,0,6,1,3,3,Read Holding Registers,False,,0.0,75.0,,,12,12,fc3:unit1:reg0:qty75:serverPRIVATE_IP_022
167,1781798344.005095,PRIVATE_IP_018,PRIVATE_IP_001,502,40184,response,165,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
172,1781798344.0068915,PRIVATE_IP_020,PRIVATE_IP_001,502,41420,response,168,0,155,1,3,3,Read Holding Registers,False,,,,152.0,REDACTED_PAYLOAD,161,161,
176,1781798344.0105567,PRIVATE_IP_016,PRIVATE_IP_001,502,43888,response,73,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
178,1781798344.0111666,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,1,0,153,1,3,3,Read Holding Registers,False,,,,150.0,REDACTED_PAYLOAD,159,159,
180,1781798344.013442,PRIVATE_IP_001,PRIVATE_IP_016,43888,502,query,74,0,6,1,3,3,Read Holding Registers,False,,215.0,1.0,,,12,12,fc3:unit1:reg215:qty1:serverPRIVATE_IP_016
183,1781798344.015138,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,2,0,6,1,3,3,Read Holding Registers,False,,3.0,1.0,,,12,12,fc3:unit1:reg3:qty1:serverPRIVATE_IP_022
184,1781798344.0187583,PRIVATE_IP_014,PRIVATE_IP_001,502,39968,response,168,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
188,1781798344.0205402,PRIVATE_IP_016,PRIVATE_IP_001,502,43888,response,74,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
189,1781798344.0226228,PRIVATE_IP_015,PRIVATE_IP_001,502,49162,response,168,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
191,1781798344.0230978,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,2,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
192,1781798344.0254004,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,3,0,6,1,3,3,Read Holding Registers,False,,97.0,1.0,,,12,12,fc3:unit1:reg97:qty1:serverPRIVATE_IP_022
193,1781798344.025973,PRIVATE_IP_013,PRIVATE_IP_001,502,34650,response,168,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
195,1781798344.0311775,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,3,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
198,1781798344.2528486,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,25,0,6,1,3,3,Read Holding Registers,False,,300.0,22.0,,,12,12,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016
199,1781798344.2587466,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,25,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
201,1781798344.2630756,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,26,0,6,1,3,3,Read Holding Registers,False,,1.0,124.0,,,12,12,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016
202,1781798344.2702081,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,26,0,251,1,3,3,Read Holding Registers,False,,,,248.0,REDACTED_PAYLOAD,257,257,
203,1781798344.2752092,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,27,0,6,1,3,3,Read Holding Registers,False,,125.0,88.0,,,12,12,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016
204,1781798344.2811785,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,27,0,179,1,3,3,Read Holding Registers,False,,,,176.0,REDACTED_PAYLOAD,185,185,
205,1781798344.2878318,PRIVATE_IP_001,PRIVATE_IP_018,46478,502,query,80,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018
206,1781798344.2878954,PRIVATE_IP_001,PRIVATE_IP_021,45716,502,query,7,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021
207,1781798344.2879274,PRIVATE_IP_001,PRIVATE_IP_019,49960,502,query,80,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019
208,1781798344.287967,PRIVATE_IP_001,PRIVATE_IP_026,51880,502,query,7,0,6,1,4,4,Read Input Registers,False,,0.0,30.0,,,12,12,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026
209,1781798344.2880008,PRIVATE_IP_001,PRIVATE_IP_020,52010,502,query,7,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020
210,1781798344.288117,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,28,0,6,1,3,3,Read Holding Registers,False,,101.0,33.0,,,12,12,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016
211,1781798344.2900949,PRIVATE_IP_026,PRIVATE_IP_001,502,51880,response,7,0,63,1,4,4,Read Input Registers,False,,,,60.0,REDACTED_PAYLOAD,69,69,
213,1781798344.291709,PRIVATE_IP_021,PRIVATE_IP_001,502,45716,response,7,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
215,1781798344.2924538,PRIVATE_IP_018,PRIVATE_IP_001,502,46478,response,80,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
217,1781798344.2925417,PRIVATE_IP_019,PRIVATE_IP_001,502,49960,response,80,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
219,1781798344.2937732,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,28,0,69,1,3,3,Read Holding Registers,False,,,,66.0,REDACTED_PAYLOAD,75,75,
220,1781798344.2951095,PRIVATE_IP_020,PRIVATE_IP_001,502,52010,response,7,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
224,1781798344.5892284,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,11,0,6,1,3,3,Read Holding Registers,False,,0.0,86.0,,,12,12,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022
225,1781798344.597767,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,11,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
227,1781798344.6013982,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,12,0,6,1,3,3,Read Holding Registers,False,,94.0,86.0,,,12,12,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022
228,1781798344.6105404,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,12,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
256,1781798344.9998937,PRIVATE_IP_001,PRIVATE_IP_019,47096,502,query,4,0,6,1,3,3,Read Holding Registers,False,,53.0,1.0,,,12,12,fc3:unit1:reg53:qty1:serverPRIVATE_IP_019
265,1781798345.0028129,PRIVATE_IP_001,PRIVATE_IP_017,41742,502,query,4,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_017
266,1781798345.0028586,PRIVATE_IP_001,PRIVATE_IP_010,60608,502,query,4,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_010
270,1781798345.0043519,PRIVATE_IP_019,PRIVATE_IP_001,502,47096,response,4,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
272,1781798345.0062227,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,4,0,6,1,3,3,Read Holding Registers,False,,94.0,75.0,,,12,12,fc3:unit1:reg94:qty75:serverPRIVATE_IP_022
278,1781798345.0136364,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,4,0,153,1,3,3,Read Holding Registers,False,,,,150.0,REDACTED_PAYLOAD,159,159,
282,1781798345.0258133,PRIVATE_IP_010,PRIVATE_IP_001,502,60608,response,4,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
284,1781798345.0270112,PRIVATE_IP_017,PRIVATE_IP_001,502,41742,response,4,0,3,1,131,3,Read Holding Registers,True,2.0,,,,REDACTED_PAYLOAD,9,9,
286,1781798345.2558076,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,29,0,6,1,3,3,Read Holding Registers,False,,300.0,22.0,,,12,12,fc3:unit1:reg300:qty22:serverPRIVATE_IP_016
287,1781798345.2627654,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,29,0,47,1,3,3,Read Holding Registers,False,,,,44.0,REDACTED_PAYLOAD,53,53,
289,1781798345.2668116,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,30,0,6,1,3,3,Read Holding Registers,False,,1.0,124.0,,,12,12,fc3:unit1:reg1:qty124:serverPRIVATE_IP_016
290,1781798345.271166,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,30,0,251,1,3,3,Read Holding Registers,False,,,,248.0,REDACTED_PAYLOAD,257,257,
291,1781798345.276461,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,31,0,6,1,3,3,Read Holding Registers,False,,125.0,88.0,,,12,12,fc3:unit1:reg125:qty88:serverPRIVATE_IP_016
292,1781798345.2811794,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,31,0,179,1,3,3,Read Holding Registers,False,,,,176.0,REDACTED_PAYLOAD,185,185,
293,1781798345.2869024,PRIVATE_IP_001,PRIVATE_IP_018,46478,502,query,81,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_018
294,1781798345.286977,PRIVATE_IP_001,PRIVATE_IP_021,45716,502,query,8,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_021
295,1781798345.2870073,PRIVATE_IP_001,PRIVATE_IP_019,49960,502,query,81,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_019
296,1781798345.2870548,PRIVATE_IP_001,PRIVATE_IP_026,51880,502,query,8,0,6,1,4,4,Read Input Registers,False,,0.0,30.0,,,12,12,fc4:unit1:reg0:qty30:serverPRIVATE_IP_026
297,1781798345.2870834,PRIVATE_IP_001,PRIVATE_IP_020,52010,502,query,8,0,6,1,3,3,Read Holding Registers,False,,0.0,100.0,,,12,12,fc3:unit1:reg0:qty100:serverPRIVATE_IP_020
298,1781798345.2871091,PRIVATE_IP_001,PRIVATE_IP_016,35554,502,query,32,0,6,1,3,3,Read Holding Registers,False,,101.0,33.0,,,12,12,fc3:unit1:reg101:qty33:serverPRIVATE_IP_016
299,1781798345.2892525,PRIVATE_IP_026,PRIVATE_IP_001,502,51880,response,8,0,63,1,4,4,Read Input Registers,False,,,,60.0,REDACTED_PAYLOAD,69,69,
301,1781798345.2906554,PRIVATE_IP_021,PRIVATE_IP_001,502,45716,response,8,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
303,1781798345.2912495,PRIVATE_IP_018,PRIVATE_IP_001,502,46478,response,81,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
305,1781798345.2915328,PRIVATE_IP_019,PRIVATE_IP_001,502,49960,response,81,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
307,1781798345.2919796,PRIVATE_IP_016,PRIVATE_IP_001,502,35554,response,32,0,69,1,3,3,Read Holding Registers,False,,,,66.0,REDACTED_PAYLOAD,75,75,
308,1781798345.2921264,PRIVATE_IP_020,PRIVATE_IP_001,502,52010,response,8,0,203,1,3,3,Read Holding Registers,False,,,,200.0,REDACTED_PAYLOAD,209,209,
311,1781798345.5898516,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,13,0,6,1,3,3,Read Holding Registers,False,,0.0,86.0,,,12,12,fc3:unit1:reg0:qty86:serverPRIVATE_IP_022
312,1781798345.5966656,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,13,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
314,1781798345.6007566,PRIVATE_IP_001,PRIVATE_IP_022,60550,502,query,14,0,6,1,3,3,Read Holding Registers,False,,94.0,86.0,,,12,12,fc3:unit1:reg94:qty86:serverPRIVATE_IP_022
315,1781798345.6076245,PRIVATE_IP_022,PRIVATE_IP_001,502,60550,response,14,0,175,1,3,3,Read Holding Registers,False,,,,172.0,REDACTED_PAYLOAD,181,181,
352,1781798346.0025072,PRIVATE_IP_001,PRIVATE_IP_016,43888,502,query,75,0,6,1,3,3,Read Holding Registers,False,,1.0,1.0,,,12,12,fc3:unit1:reg1:qty1:serverPRIVATE_IP_016
353,1781798346.0025613,PRIVATE_IP_001,PRIVATE_IP_018,40184,502,query,166,0,6,1,3,3,Read Holding Registers,False,,24.0,1.0,,,12,12,fc3:unit1:reg24:qty1:serverPRIVATE_IP_018
354,1781798346.0025945,PRIVATE_IP_001,PRIVATE_IP_013,34650,502,query,169,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_013
355,1781798346.0026302,PRIVATE_IP_001,PRIVATE_IP_015,49162,502,query,169,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_015
356,1781798346.0026555,PRIVATE_IP_001,PRIVATE_IP_014,39968,502,query,169,0,6,1,3,3,Read Holding Registers,False,,0.0,22.0,,,12,12,fc3:unit1:reg0:qty22:serverPRIVATE_IP_014
358,1781798346.0026867,PRIVATE_IP_001,PRIVATE_IP_020,41420,502,query,169,0,6,1,3,3,Read Holding Registers,False,,0.0,76.0,,,12,12,fc3:unit1:reg0:qty76:serverPRIVATE_IP_020
359,1781798346.0027182,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,5,0,6,1,3,3,Read Holding Registers,False,,0.0,75.0,,,12,12,fc3:unit1:reg0:qty75:serverPRIVATE_IP_022
365,1781798346.007919,PRIVATE_IP_020,PRIVATE_IP_001,502,41420,response,169,0,155,1,3,3,Read Holding Registers,False,,,,152.0,REDACTED_PAYLOAD,161,161,
367,1781798346.0080595,PRIVATE_IP_018,PRIVATE_IP_001,502,40184,response,166,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
371,1781798346.0101635,PRIVATE_IP_022,PRIVATE_IP_001,502,60586,response,5,0,153,1,3,3,Read Holding Registers,False,,,,150.0,REDACTED_PAYLOAD,159,159,
374,1781798346.0130658,PRIVATE_IP_001,PRIVATE_IP_022,60586,502,query,6,0,6,1,3,3,Read Holding Registers,False,,3.0,1.0,,,12,12,fc3:unit1:reg3:qty1:serverPRIVATE_IP_022
376,1781798346.0196397,PRIVATE_IP_016,PRIVATE_IP_001,502,43888,response,75,0,5,1,3,3,Read Holding Registers,False,,,,2.0,REDACTED_PAYLOAD,11,11,
